City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
473,Xuddur,SO,67.8,overcast clouds,4.1213,43.8894,Banjanay Hotel
474,Yaan,NG,71.17,overcast clouds,7.3833,8.5667,
475,Aleksandrovka,UA,74.14,broken clouds,46.8383,32.7612,
477,Tura,IN,75.06,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
478,Svetlyy,RU,60.85,clear sky,54.675,20.1347,"Gostinitsa-Kafe, Alena"
479,Soyo,AO,71.58,few clouds,-6.1349,12.3689,Hotel Mpampa
481,Plock,PL,66.16,overcast clouds,52.5468,19.7064,Herman
483,Hambantota,LK,77.34,few clouds,6.1241,81.1185,Bungalow 63
484,Pandan,PH,88.25,overcast clouds,14.0453,124.1694,Bonifacio Lodge
485,Kawalu,ID,77.47,broken clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
486,Monrovia,LR,76.5,few clouds,6.3005,-10.7969,Sunset Inn
487,Gladstone,AU,74.79,clear sky,-23.85,151.25,Highpoint International
488,Havelock,US,82.38,clear sky,34.8791,-76.9013,Sherwood Motel
489,Teya,RU,61.74,broken clouds,60.3778,92.6267,
490,Semenyih,MY,84.18,overcast clouds,2.9516,101.843,Diamond City Bungalow 13 pax by BeeStay near Broga
491,Mitu,CO,70.34,broken clouds,1.1983,-70.1733,
493,Saint-Georges,GD,80.28,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
494,Kieta,PG,85.17,scattered clouds,-6.2167,155.6333,Uruna Bay Retreat
495,Zhoucheng,CN,78.89,scattered clouds,35.9122,116.3117,Yingbin Restaurant
496,Lasa,IT,61.68,clear sky,46.6166,10.7002,Pension Feldgärtenhof
497,Alofi,NU,78.69,broken clouds,-19.0595,-169.9187,Taloa Heights
498,Erenhot,CN,80.71,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
500,Champerico,GT,80.35,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
502,Riohacha,CO,79.14,overcast clouds,11.5444,-72.9072,Hotel Taroa
507,Dubasari,MD,65.28,clear sky,47.2631,29.1608,Днестровский Сад
509,Waw,SS,69.85,moderate rain,7.7029,27.9953,Universal Gab Hotel
510,Roald,NO,61.0,overcast clouds,62.5833,6.1333,Flem Cabins
511,Kampot,KH,77.05,overcast clouds,10.6167,104.1833,Two Moons Hotel
512,Angouleme,FR,63.55,overcast clouds,45.65,0.15,Mercure Angoulême - Hôtel de France
513,Zemio,CF,67.19,broken clouds,5.0314,25.1361,OCHA Office
514,Northam,GB,61.02,light rain,51.0333,-4.2167,Durrant House Hotel
515,Shuangyang,CN,78.76,light rain,43.5242,125.6736,Boutique Chatelet
516,Malchevskaya,RU,68.74,broken clouds,49.0552,40.3625,
517,Hohhot,CN,77.29,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
518,Waspan,NI,74.91,few clouds,14.7419,-83.9717,Hostal casa de la rose
519,Bhavnagar,IN,81.34,overcast clouds,21.7667,72.15,Hotel Relax Inn
520,Rongcheng,CN,87.55,clear sky,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
521,Tibati,CM,66.61,overcast clouds,6.4667,12.6333,Tibati Hotel
522,Bhattiprolu,IN,82.56,overcast clouds,16.1,80.7833,Kondalu Hotel
524,Kutum,SD,79.14,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
525,Berdigestyakh,RU,71.35,clear sky,62.0989,126.6992,
526,Pooler,US,85.23,few clouds,32.1155,-81.2471,Embassy Suites by Hilton Savannah Airport
527,Trincomalee,LK,82.06,broken clouds,8.5711,81.2335,Welcombe Hotel
528,Izoplit,RU,61.97,light rain,56.6256,36.222,
529,Mukhen,RU,79.7,overcast clouds,48.1,136.1,
530,Belmonte,BR,73.9,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
531,Dryden,CA,66.49,clear sky,49.7833,-92.7503,"Holiday Inn Express Dryden, an IHG Hotel"
532,Challans,FR,66.11,broken clouds,46.8436,-1.8749,Citotel Le Challans
534,Paka,MY,82.33,few clouds,4.6374,103.4368,RUMBIA RESORT VILLA
535,Cap-Aux-Meules,CA,64.45,few clouds,47.3821,-61.8597,Auberge Madeli
536,Vanavara,RU,76.12,clear sky,60.34,102.2797,
537,Dauphin,CA,78.94,clear sky,51.1494,-100.0502,Canway Inn & Suites
538,Manta,EC,74.98,broken clouds,-0.95,-80.7333,Balandra Hotel
539,Batagay-Alyta,RU,65.37,clear sky,67.8006,130.4114,
542,Manaus,BR,82.89,scattered clouds,-3.1019,-60.025,Manaus Hotéis Millennium
543,Chunskiy,RU,61.95,overcast clouds,56.0815,99.6342,Odisseya
544,Shelburne,CA,66.6,clear sky,44.0787,-80.2041,The Retreat at the Farm
545,Bandarban,BD,80.58,overcast clouds,22.1965,92.2262,Hotel Plaza
546,Oktyabrskiy,RU,65.12,overcast clouds,54.4815,53.471,Уязы-Тау гостиница
547,Okhotsk,RU,62.65,scattered clouds,59.3833,143.3,
548,Yarmouth,US,71.98,overcast clouds,41.7057,-70.2286,Blue Rock Resort
550,Milford,US,73.65,mist,41.2223,-73.0565,Homewood Suites by Hilton Stratford
551,Port-Cartier,CA,61.02,overcast clouds,50.0334,-66.8654,Le Q'Artier
552,Karakol,KG,60.75,overcast clouds,42.4907,78.3936,"Gostinitsa ""Al'tamira"""
554,Bojonegoro,ID,84.74,broken clouds,-7.1502,111.8817,Dewarna Hotel & Convention
555,Awbari,LY,79.34,clear sky,26.5921,12.7805,فندق أوباري
558,Mecca,SA,86.45,overcast clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
